Experiment,Version,Epoch,Train Loss,Validation Loss,Train IoU,Validation IoU,Train Accuracy,Validation Accuracy
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,15,0.1941533678287501,0.24662432931416575,0.7592477798461914,0.6270265579223633,0.9178326725959778,0.8782784938812256
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,16,0.18963851717125055,0.22500939992591631,0.7650260329246521,0.6734747886657715,0.9199459552764893,0.8925724625587463
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,17,0.18774740469121637,0.2249635081118235,0.7671096324920654,0.6791029572486877,0.9206710457801819,0.8944035768508911
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,18,0.1835534112017562,0.2124012275459841,0.7715089321136475,0.6989894509315491,0.9223142862319946,0.9003686308860779
UNET_binary_grayscale_bike-asphalt,UNET_binary_grayscale_bike-asphalt_1704602838.686229,1,0.3286084969128881,0.32060103623994757,0.31619730591773987,0.21425382792949677,0.8961101174354553,0.889157235622406
UNET_binary_grayscale_bike-asphalt,UNET_binary_grayscale_bike-asphalt_1704602838.686229,2,0.2639465920094933,0.9889584215623992,0.3575102984905243,0.21340961754322052,0.9042976498603821,0.6212639808654785
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,19,0.18053549945195374,0.21150901527866023,0.7754077911376953,0.6996179223060608,0.9237381815910339,0.9007533192634583
UNET_binary_grayscale_bike-asphalt,UNET_binary_grayscale_bike-asphalt_1704602838.686229,3,0.25728392148656504,0.2842663646276508,0.3499513864517212,0.29691654443740845,0.9047032594680786,0.9032149910926819
UNET_binary_grayscale_bike-asphalt,UNET_binary_grayscale_bike-asphalt_1704602838.686229,4,0.24687220601897156,0.25595543985920294,0.38327017426490784,0.37172529101371765,0.9092241525650024,0.9109774827957153
UNET_binary_grayscale_bike-asphalt,UNET_binary_grayscale_bike-asphalt_1704602838.686229,5,0.24193549834723985,0.29032732280237333,0.3981586992740631,0.44455623626708984,0.9113961458206177,0.8953227996826172
UNET_binary_grayscale_bike-asphalt,UNET_binary_grayscale_bike-asphalt_1704602838.686229,6,0.23642621601798705,1.4294664348874773,0.40639036893844604,0.1974157840013504,0.9132570624351501,0.5648115277290344
UNET_binary_grayscale_bike-asphalt,UNET_binary_grayscale_bike-asphalt_1704602838.686229,7,0.22955199384263583,0.5842763621892247,0.4230254590511322,0.3238106071949005,0.9160765409469604,0.7887250185012817
